name,Ungültige,Gültige,SPD,Union,Grüne,FDP,AfD,Linke,SSW,Die PARTEI,FREIE WÄHLER,Volt,MLPD,BÜNDNIS DEUTSCHLAND,BSW,EB:Krüger-Winands,dieBasis,Team Todenhöfer,ÖDP,PdH,Tierschutzpartei,Übrige,EB:Baasch,EB:Kisifli,PIRATEN,EB:Dröse,EB:Michalsky,EB:Krüger,EB:Manske,EB:Knauer,EB:Nietfeld,EB:Bellgardt,EB:Wolter,EB:Hönig,MENSCHLICHE WELT,MERA25,Verjüngungsforschung,EB:Schultz,EB:Krämer,EB:Müller,EB:Kohle,EB:Gliese,EB:Kersten,EB:Sanftleben,EB:Hartwig,EB:Farle,BüSo,SGP,PdF,EB:Thomas,EB:Pape,EB:Wendt,EB:Heider,WerteUnion,Bündnis C,EB:Przybylski,EB:Füllmich,EB:Link,EB:Gaisenkersting,EB:Bachmann,EB:Neurauter,EB:Martinschledde,EB:Meyer,EB:Turck,EB:Schulte,EB:Busse,EB:Mauer,EB:Schubert,EB:Jäger,EB:Reitz,EB:Wächter,EB:Sollwedel,EB:Emre,EB:Stöber,EB:Hahn,EB:Pradel,EB:Papst,EB:Horn,EB:Hösch,BP,EB:Winter,EB:Lieb,EB:Treppe,EB:Dippel,EB:Zibi,EB:Hamid,EB:Dorn,EB:Wenz,EB:Demir,EB:Miller,EB:Weißer,EB:Otterbach,EB:Raidt
Stadt Hannover I,0.553743,99.446257,23.671416,21.402839,18.015012,4.321001,12.880457,11.906011,NA,0.460991,0.367953,0.840836,0.057362,0.102831,4.492386,NA,0.174183,NA,NA,0.087441,0.991235,NA,NA,NA,0.228047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stadt Hannover II,0.49166,99.50834,22.055841,18.7577,21.261002,3.876895,10.368924,16.492598,NA,0.54274,0.334237,0.922468,0.05181,0.094142,3.882581,NA,0.139002,NA,NA,0.088456,0.913623,NA,NA,NA,0.217981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hannover-Land I,0.510321,99.489679,22.702626,29.750956,11.373012,4.565205,17.383439,6.908199,NA,0.377514,0.667709,0.516599,0.026144,0.177254,3.895404,NA,0.218561,NA,NA,0.061176,1.218817,NA,NA,NA,0.157385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Celle – Uelzen,0.519237,99.480763,20.880757,29.684302,10.226254,4.313536,20.336391,7.008921,NA,0.46159,0.97204,0.554712,0.016095,0.108643,3.630061,NA,0.285691,NA,NA,0.058058,1.300844,NA,NA,NA,0.162103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gifhorn – Peine,0.499861,99.500139,23.869525,27.460477,9.523211,3.722148,21.315024,6.49203,NA,0.439508,0.767498,0.572344,0.022959,0.198434,3.818905,NA,0.296832,NA,NA,0.075985,1.272057,NA,NA,NA,0.153062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hameln-Pyrmont – Holzminden,0.610939,99.389061,24.609932,27.005026,9.411472,3.933906,21.190348,6.657806,NA,0.38903,0.733065,0.425717,0.01869,0.109371,3.763619,NA,0.276889,NA,NA,0.060223,1.264,NA,NA,NA,0.150905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hannover-Land II,0.537977,99.462023,24.148764,27.44492,12.200453,3.987007,17.45529,7.424993,NA,0.39194,0.703051,0.523603,0.024909,0.104212,3.838568,NA,0.210966,NA,NA,0.08032,1.233771,NA,NA,NA,0.227233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hildesheim,0.520146,99.479854,24.24301,26.897737,11.551416,3.717527,18.059649,8.391461,NA,0.46085,0.563831,0.510918,0.018775,0.132566,3.743699,NA,0.227012,NA,NA,0.056895,1.277295,NA,NA,NA,0.147358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salzgitter – Wolfenbüttel,0.621581,99.378419,24.36996,26.534511,8.716843,3.542222,21.335301,7.789989,NA,0.460905,0.71311,0.513238,0.019546,0.112862,4.040328,NA,0.339216,NA,NA,0.066204,1.276789,NA,NA,NA,0.168977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braunschweig,0.535386,99.464614,22.639581,22.61629,17.977615,3.979427,13.342822,11.630976,NA,0.563499,0.516918,1.118587,0.056285,0.102219,3.85974,NA,0.242609,NA,NA,0.093809,1.074594,NA,NA,NA,0.185029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helmstedt – Wolfsburg,0.583915,99.416085,23.230815,27.721004,8.526964,3.783561,21.774312,6.696569,NA,0.484106,0.522472,0.654311,0.039761,0.129048,4.497164,NA,0.308321,NA,NA,0.068361,1.360938,NA,NA,NA,0.202292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goslar – Northeim – Göttingen II,0.623445,99.376555,24.86984,27.946474,8.707969,3.955581,20.004269,6.930674,NA,0.465667,0.756709,0.571735,0.015522,0.159103,3.903193,NA,0.23154,NA,NA,0.064676,1.257947,NA,NA,NA,0.159103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Göttingen I,0.522919,99.477081,21.957798,25.646634,15.684141,3.957397,14.46789,11.12549,NA,0.43233,0.647636,0.688293,0.0481,0.102499,3.780456,NA,0.171787,NA,NA,0.072723,1.067942,NA,NA,NA,0.148882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremen I,0.503181,99.496819,21.909785,21.255438,18.480656,3.829065,11.762247,15.910745,NA,0.692018,0.303435,1.13685,0.042316,0.229125,4.131984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157394,0.083083,0.075859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremen II – Bremerhaven,0.726198,99.273802,24.694611,19.669202,11.955333,3.15585,19.228354,13.354264,NA,0.803366,0.666775,1.057129,0.080919,0.316556,4.600744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251821,0.064088,0.100987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prignitz – Ostprignitz-Ruppin – Havelland I,0.775112,99.224888000000007,15.915525,17.360533,4.381954,2.540307,36.5559,9.77443,NA,0.691848,1.44955,0.392854,0.056014,0.221028,10.660056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uckermark – Barnim I,0.721247,99.278753,13.828053,16.087604,4.84159,2.654334,35.981289,10.971011,NA,0.922815,1.56425,0.493302,0.058828,0.194202,12.402722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oberhavel – Havelland II,0.613814,99.386186,15.377211,21.727196,8.396754,3.611748,29.329546,9.341269,NA,1.103682,1.414391,0.688134,0.065763,0.193478,8.750828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Märkisch-Oderland – Barnim II,0.61446,99.38554,13.103337,16.889521,5.803606,2.893723,33.827523,11.279316,NA,0.96023,1.735921,0.764222,0.070896,0.350833,12.320869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,0.775641,99.224359,17.208127,18.34754,6.00474,2.893557,31.408881,10.774388,NA,0.765445,1.450218,0.701658,0.063787,0.219503,10.162157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,0.543029,99.456971,17.050031,19.180408,14.584544,4.30784,18.49466,14.730309,NA,0.803963,0.927688,1.203691,0.061612,0.311066,8.344186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dahme-Spreewald – Teltow-Fläming III,0.696395,99.303605,14.701781,19.604214,6.235766,3.496363,32.100828,10.233258,NA,0.954101,1.43065,0.708804,0.06772,0.234261,10.232255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frankfurt (Oder) – Oder-Spree,0.729103,99.270897,13.565284,16.640324,4.753802,3.145661,35.421473,10.607946,NA,0.888479,1.448739,0.556224,0.10156,0.27105,12.599458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottbus – Spree-Neiße,0.734261,99.265739,13.963594,15.929257,4.014276,3.23349,39.049206,9.2415870000000009,NA,0.939835,1.229015,0.564662,0.070012,0.248086,11.516978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elbe-Elster – Oberspreewald-Lausitz,0.745048,99.254952,12.502435,16.510346,2.796548,3.081222,40.948114,8.720765,NA,0.782854,2.065385,0.552867,0.063677,0.250214,11.725574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altmark – Jerichower Land,0.733992,99.266008,11.66138,19.28361,3.339806,3.030491,37.351975,10.525722,NA,0.730388,1.605274,0.513078,0.080151,0.259079,11.619047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Börde – Salzlandkreis,0.863096,99.136904,10.400563,19.148092,2.64083,2.924918,41.52413,9.080148,NA,0.679443,1.301476,0.478806,0.069838,0.471112,11.280643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harz,0.786195,99.213805,11.515358,19.567863,3.833218,2.7339,36.964573,10.134012,NA,0.999856,1.425842,0.471791,0.064127,0.537226,11.752235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magdeburg,0.711305,99.288695,12.622166,18.591213,7.083769,3.019737,30.381523,13.406686,NA,1.021203,1.035058,1.097404,0.138547,0.36888,11.233815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anhalt – Dessau – Wittenberg,0.726027,99.273973,10.503251,21.471586,3.901795,2.921347,37.453006,9.515375,NA,0.740478,1.868337,0.491938,0.073134,0.231971,10.827782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halle,0.760949,99.239051,12.070026,18.070793,8.812501,3.51699,28.64382,15.347288,NA,1.017541,0.938019,0.963559,0.111448,0.323315,10.184701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burgenland – Saalekreis,0.715634,99.284366,9.0707159999999991,18.814214,2.93438,3.282613,42.336621,8.657188,NA,0.807851,1.524162,0.646537,0.069775,0.267577,11.588367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mansfeld,0.936372,99.063628,9.583372,18.439887,2.458322,3.235904,43.067644,8.962296,NA,0.611178,1.340509,0.379203,0.064953,0.260431,11.596301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Mitte,0.543045,99.456955,15.02553,13.465767,21.691327,3.989167,8.877169,27.091797,NA,0.6044,0.184488,1.109413,0.0528,0.104357,6.083759,NA,NA,0.326736,NA,NA,0.967786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014287,0.034164,0.135416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Pankow,0.468172,99.531828,13.145251,14.44837,19.591703,3.308267,15.689412,21.792672,NA,0.793883,0.384577,1.12799,0.04189,0.14838,7.633996,NA,NA,0.113051,NA,NA,1.402544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062077,0.027253,0.187241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Reinickendorf,0.787319,99.212681,17.281882,26.428947,12.830841,4.498384,17.37732,11.820095,NA,0.558353,0.341925,0.761253,0.030059,0.202901,5.322762,NA,NA,0.316375,NA,NA,1.907267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030059,0.021793,0.185617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Spandau – Charlottenburg Nord,0.854406,99.145594,18.382386,23.787546,11.065295,3.94038,19.145797,12.915942,NA,0.804267,0.30945,0.682454,0.072634,0.121056,5.986986,NA,NA,0.327608,NA,NA,2.092003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037073,0.025724,0.192933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Steglitz-Zehlendorf,0.450289,99.549711,18.219525,26.786109,19.798524,5.937127,10.315689,11.444572,NA,0.450669,0.362303,0.949388,0.01436,0.141939,3.904697,NA,NA,0.184465,NA,NA,1.218906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020987,0.01436,0.167344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Charlottenburg-Wilmersdorf,0.449204,99.550796,17.906263,23.107491,21.739561,6.397083,8.869261,14.526672,NA,0.481561,0.160933,1.050397,0.015474,0.115129,4.329714,NA,NA,0.173312,NA,NA,0.904938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014236,0.008666,0.105844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Tempelhof-Schöneberg,0.618183,99.381817,17.691442,20.930295,19.877426,3.847956,11.302058,17.298299,NA,0.544476,0.246657,0.868685,0.032852,0.135177,5.127556,NA,NA,0.327978,NA,NA,1.408314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050085,0.022619,0.155642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
