doc_id,sentence_id,token_id,token,lemma,pos,tag,kandydat
text1,1,1,Nice,nice,ADJ,JJ,Harris
text1,1,2,to,to,PART,TO,Harris
text1,1,3,see,see,VERB,VB,Harris
text1,1,4,you,you,PRON,PRP,Harris
text1,1,5,.,.,PUNCT,.,Harris
text1,2,1,Have,have,VERB,VB,Harris
text1,2,2,fun,fun,NOUN,NN,Harris
text1,2,3,.,.,PUNCT,.,Harris
text2,1,1,Thank,thank,VERB,VBP,Harris
text2,1,2,you,you,PRON,PRP,Harris
text2,1,3,.,.,PUNCT,.,Harris
text3,1,1,First,first,ADV,RB,Harris
text3,1,2,of,of,ADP,IN,Harris
text3,1,3,all,all,PRON,DT,Harris
text3,1,4,",",",",PUNCT,",",Harris
text3,1,5,I,I,PRON,PRP,Harris
text3,1,6,have,have,VERB,VBP,Harris
text3,1,7,no,no,DET,DT,Harris
text3,1,8,sales,sale,NOUN,NNS,Harris
text3,1,9,tax,tax,NOUN,NN,Harris
text3,1,10,.,.,PUNCT,.,Harris
text3,2,1,That,that,PRON,DT,Harris
text3,2,2,'s,be,AUX,VBZ,Harris
text3,2,3,an,an,DET,DT,Harris
text3,2,4,incorrect,incorrect,ADJ,JJ,Harris
text3,2,5,statement,statement,NOUN,NN,Harris
text3,2,6,.,.,PUNCT,.,Harris
text3,3,1,She,she,PRON,PRP,Harris
text3,3,2,knows,know,VERB,VBZ,Harris
text3,3,3,that,that,PRON,DT,Harris
text3,3,4,.,.,PUNCT,.,Harris
text3,4,1,We,we,PRON,PRP,Harris
text3,4,2,'re,be,AUX,VBP,Harris
text3,4,3,doing,do,VERB,VBG,Harris
text3,4,4,tariffs,tariff,NOUN,NNS,Harris
text3,4,5,on,on,ADP,IN,Harris
text3,4,6,other,other,ADJ,JJ,Harris
text3,4,7,countries,country,NOUN,NNS,Harris
text3,4,8,.,.,PUNCT,.,Harris
text3,5,1,Other,other,ADJ,JJ,Harris
text3,5,2,countries,country,NOUN,NNS,Harris
text3,5,3,are,be,AUX,VBP,Harris
text3,5,4,going,go,VERB,VBG,Harris
text3,5,5,to,to,PART,TO,Harris
text3,5,6,finally,finally,ADV,RB,Harris
text3,5,7,",",",",PUNCT,",",Harris
text3,5,8,after,after,ADP,IN,Harris
text3,5,9,75,75,NUM,CD,Harris
text3,5,10,years,year,NOUN,NNS,Harris
text3,5,11,",",",",PUNCT,",",Harris
text3,5,12,pay,pay,VERB,VB,Harris
text3,5,13,us,we,PRON,PRP,Harris
text3,5,14,back,back,ADV,RB,Harris
text3,5,15,for,for,ADP,IN,Harris
text3,5,16,all,all,PRON,DT,Harris
text3,5,17,that,that,PRON,WDT,Harris
text3,5,18,we,we,PRON,PRP,Harris
text3,5,19,'ve,'ve,AUX,VBP,Harris
text3,5,20,done,do,VERB,VBN,Harris
text3,5,21,for,for,ADP,IN,Harris
text3,5,22,the,the,DET,DT,Harris
text3,5,23,world,world,NOUN,NN,Harris
text3,5,24,.,.,PUNCT,.,Harris
text3,6,1,And,and,CCONJ,CC,Harris
text3,6,2,the,the,DET,DT,Harris
text3,6,3,tariff,tariff,NOUN,NN,Harris
text3,6,4,will,will,AUX,MD,Harris
text3,6,5,be,be,AUX,VB,Harris
text3,6,6,substantial,substantial,ADJ,JJ,Harris
text3,6,7,in,in,ADP,IN,Harris
text3,6,8,some,some,DET,DT,Harris
text3,6,9,cases,case,NOUN,NNS,Harris
text3,6,10,.,.,PUNCT,.,Harris
text3,7,1,I,I,PRON,PRP,Harris
text3,7,2,took,take,VERB,VBD,Harris
text3,7,3,in,in,ADP,RP,Harris
text3,7,4,billions,billion,NOUN,NNS,Harris
text3,7,5,and,and,CCONJ,CC,Harris
text3,7,6,billions,billion,NOUN,NNS,Harris
text3,7,7,of,of,ADP,IN,Harris
text3,7,8,dollars,dollar,NOUN,NNS,Harris
text3,7,9,",",",",PUNCT,",",Harris
text3,7,10,as,as,SCONJ,IN,Harris
text3,7,11,you,you,PRON,PRP,Harris
text3,7,12,know,know,VERB,VBP,Harris
text3,7,13,",",",",PUNCT,",",Harris
text3,7,14,from,from,ADP,IN,Harris
text3,7,15,China,China,PROPN,NNP,Harris
text3,7,16,.,.,PUNCT,.,Harris
text3,8,1,In,in,ADP,IN,Harris
text3,8,2,fact,fact,NOUN,NN,Harris
text3,8,3,",",",",PUNCT,",",Harris
text3,8,4,they,they,PRON,PRP,Harris
text3,8,5,never,never,ADV,RB,Harris
text3,8,6,took,take,VERB,VBD,Harris
text3,8,7,the,the,DET,DT,Harris
text3,8,8,tariff,tariff,NOUN,NN,Harris
text3,8,9,off,off,ADP,RP,Harris
text3,8,10,because,because,SCONJ,IN,Harris
text3,8,11,it,it,PRON,PRP,Harris
text3,8,12,was,be,AUX,VBD,Harris
text3,8,13,so,so,ADV,RB,Harris
text3,8,14,much,much,ADJ,JJ,Harris
text3,8,15,money,money,NOUN,NN,Harris
text3,8,16,",",",",PUNCT,",",Harris
text3,8,17,they,they,PRON,PRP,Harris
text3,8,18,ca,can,AUX,MD,Harris
text3,8,19,n't,not,PART,RB,Harris
text3,8,20,.,.,PUNCT,.,Harris
text3,9,1,It,it,PRON,PRP,Harris
text3,9,2,would,would,AUX,MD,Harris
text3,9,3,totally,totally,ADV,RB,Harris
text3,9,4,destroy,destroy,VERB,VB,Harris
text3,9,5,everything,everything,PRON,NN,Harris
text3,9,6,that,that,PRON,WDT,Harris
text3,9,7,they,they,PRON,PRP,Harris
text3,9,8,'ve,'ve,AUX,VBP,Harris
text3,9,9,set,set,VERB,VBN,Harris
text3,9,10,out,out,ADP,RP,Harris
text3,9,11,to,to,PART,TO,Harris
text3,9,12,do,do,VERB,VB,Harris
text3,9,13,.,.,PUNCT,.,Harris
text3,10,1,They,they,PRON,PRP,Harris
text3,10,2,'ve,'ve,AUX,VBP,Harris
text3,10,3,taken,take,VERB,VBN,Harris
text3,10,4,in,in,ADP,RP,Harris
text3,10,5,billions,billion,NOUN,NNS,Harris
text3,10,6,of,of,ADP,IN,Harris
text3,10,7,dollars,dollar,NOUN,NNS,Harris
text3,10,8,from,from,ADP,IN,Harris
text3,10,9,China,China,PROPN,NNP,Harris
text3,10,10,and,and,CCONJ,CC,Harris
text3,10,11,other,other,ADJ,JJ,Harris
text3,10,12,places,place,NOUN,NNS,Harris
text3,10,13,.,.,PUNCT,.,Harris
text3,11,1,They,they,PRON,PRP,Harris
text3,11,2,'ve,'ve,AUX,VBP,Harris
text3,11,3,left,leave,VERB,VBN,Harris
text3,11,4,the,the,DET,DT,Harris
text3,11,5,tariffs,tariff,NOUN,NNS,Harris
text3,11,6,on,on,ADP,RP,Harris
text3,11,7,.,.,PUNCT,.,Harris
text3,12,1,When,when,SCONJ,WRB,Harris
text3,12,2,I,I,PRON,PRP,Harris
text3,12,3,had,have,VERB,VBD,Harris
text3,12,4,it,it,PRON,PRP,Harris
text3,12,5,",",",",PUNCT,",",Harris
text3,12,6,I,I,PRON,PRP,Harris
text3,12,7,had,have,VERB,VBD,Harris
text3,12,8,tariffs,tariff,NOUN,NNS,Harris
text3,12,9,and,and,CCONJ,CC,Harris
text3,12,10,yet,yet,ADV,RB,Harris
text3,12,11,I,I,PRON,PRP,Harris
text3,12,12,had,have,VERB,VBD,Harris
text3,12,13,no,no,DET,DT,Harris
text3,12,14,inflation,inflation,NOUN,NN,Harris
text3,12,15,.,.,PUNCT,.,Harris
text3,13,1,Look,look,VERB,VB,Harris
text3,13,2,",",",",PUNCT,",",Harris
text3,13,3,we,we,PRON,PRP,Harris
text3,13,4,'ve,'ve,AUX,VBP,Harris
text3,13,5,had,have,VERB,VBN,Harris
text3,13,6,a,a,DET,DT,Harris
text3,13,7,terrible,terrible,ADJ,JJ,Harris
text3,13,8,economy,economy,NOUN,NN,Harris
text3,13,9,because,because,SCONJ,IN,Harris
text3,13,10,inflation,inflation,NOUN,NN,Harris
text3,13,11,has,have,VERB,VBZ,Harris
text3,13,12,--,--,PUNCT,:,Harris
text3,13,13,which,which,PRON,WDT,Harris
text3,13,14,is,be,AUX,VBZ,Harris
text3,13,15,really,really,ADV,RB,Harris
text3,13,16,known,know,VERB,VBN,Harris
text3,13,17,as,as,ADP,IN,Harris
text3,13,18,a,a,DET,DT,Harris
text3,13,19,country,country,NOUN,NN,Harris
text3,13,20,buster,buster,NOUN,NN,Harris
text3,13,21,.,.,PUNCT,.,Harris
text3,14,1,It,it,PRON,PRP,Harris
text3,14,2,breaks,break,VERB,VBZ,Harris
text3,14,3,up,up,ADP,RP,Harris
text3,14,4,countries,country,NOUN,NNS,Harris
text3,14,5,.,.,PUNCT,.,Harris
text3,15,1,We,we,PRON,PRP,Harris
text3,15,2,have,have,VERB,VBP,Harris
text3,15,3,inflation,inflation,NOUN,NN,Harris
text3,15,4,like,like,ADP,IN,Harris
text3,15,5,very,very,ADV,RB,Harris
text3,15,6,few,few,ADJ,JJ,Harris
text3,15,7,people,people,NOUN,NNS,Harris
text3,15,8,have,have,AUX,VBP,Harris
text3,15,9,ever,ever,ADV,RB,Harris
text3,15,10,seen,see,VERB,VBN,Harris
text3,15,11,before,before,ADV,RB,Harris
text3,15,12,.,.,PUNCT,.,Harris
text3,16,1,Probably,probably,ADV,RB,Harris
text3,16,2,the,the,DET,DT,Harris
text3,16,3,worst,bad,ADJ,JJS,Harris
text3,16,4,in,in,ADP,IN,Harris
text3,16,5,our,our,PRON,PRP$,Harris
text3,16,6,nation,nation,NOUN,NN,Harris
text3,16,7,'s,'s,PART,POS,Harris
text3,16,8,history,history,NOUN,NN,Harris
text3,16,9,.,.,PUNCT,.,Harris
text3,17,1,We,we,PRON,PRP,Harris
text3,17,2,were,be,AUX,VBD,Harris
text3,17,3,at,at,ADP,IN,Harris
text3,17,4,21,21,NUM,CD,Harris
text3,17,5,%,%,NOUN,NN,Harris
text3,17,6,.,.,PUNCT,.,Harris
text3,18,1,But,but,CCONJ,CC,Harris
text3,18,2,that,that,PRON,DT,Harris
text3,18,3,'s,be,AUX,VBZ,Harris
text3,18,4,being,be,AUX,VBG,Harris
text3,18,5,generous,generous,ADJ,JJ,Harris
text3,18,6,because,because,SCONJ,IN,Harris
text3,18,7,many,many,ADJ,JJ,Harris
text3,18,8,things,thing,NOUN,NNS,Harris
text3,18,9,are,be,AUX,VBP,Harris
text3,18,10,50,50,NUM,CD,Harris
text3,18,11,",",",",PUNCT,",",Harris
text3,18,12,60,60,NUM,CD,Harris
text3,18,13,",",",",PUNCT,",",Harris
text3,18,14,70,70,NUM,CD,Harris
text3,18,15,",",",",PUNCT,",",Harris
text3,18,16,and,and,CCONJ,CC,Harris
text3,18,17,80,80,NUM,CD,Harris
text3,18,18,%,%,NOUN,NN,Harris
text3,18,19,higher,high,ADJ,JJR,Harris
text3,18,20,than,than,SCONJ,IN,Harris
text3,18,21,they,they,PRON,PRP,Harris
text3,18,22,were,be,AUX,VBD,Harris
text3,18,23,just,just,ADV,RB,Harris
text3,18,24,a,a,DET,DT,Harris
text3,18,25,few,few,ADJ,JJ,Harris
text3,18,26,years,year,NOUN,NNS,Harris
text3,18,27,ago,ago,ADV,RB,Harris
text3,18,28,.,.,PUNCT,.,Harris
text3,19,1,This,this,PRON,DT,Harris
text3,19,2,has,have,AUX,VBZ,Harris
text3,19,3,been,be,AUX,VBN,Harris
text3,19,4,a,a,DET,DT,Harris
text3,19,5,disaster,disaster,NOUN,NN,Harris
text3,19,6,for,for,ADP,IN,Harris
text3,19,7,people,people,NOUN,NNS,Harris
text3,19,8,",",",",PUNCT,",",Harris
text3,19,9,for,for,ADP,IN,Harris
text3,19,10,the,the,DET,DT,Harris
text3,19,11,middle,middle,ADJ,JJ,Harris
text3,19,12,class,class,NOUN,NN,Harris
text3,19,13,",",",",PUNCT,",",Harris
text3,19,14,but,but,CCONJ,CC,Harris
text3,19,15,for,for,ADP,IN,Harris
text3,19,16,every,every,DET,DT,Harris
text3,19,17,class,class,NOUN,NN,Harris
text3,19,18,.,.,PUNCT,.,Harris
text3,20,1,On,on,ADP,IN,Harris
text3,20,2,top,top,NOUN,NN,Harris
text3,20,3,of,of,ADP,IN,Harris
text3,20,4,that,that,PRON,DT,Harris
text3,20,5,",",",",PUNCT,",",Harris
text3,20,6,we,we,PRON,PRP,Harris
text3,20,7,have,have,VERB,VBP,Harris
text3,20,8,millions,million,NOUN,NNS,Harris
text3,20,9,of,of,ADP,IN,Harris
text3,20,10,people,people,NOUN,NNS,Harris
text3,20,11,pouring,pour,VERB,VBG,Harris
text3,20,12,into,into,ADP,IN,Harris
text3,20,13,our,our,PRON,PRP$,Harris
text3,20,14,country,country,NOUN,NN,Harris
text3,20,15,from,from,ADP,IN,Harris
text3,20,16,prisons,prison,NOUN,NNS,Harris
text3,20,17,and,and,CCONJ,CC,Harris
text3,20,18,jails,jail,NOUN,NNS,Harris
text3,20,19,",",",",PUNCT,",",Harris
text3,20,20,from,from,ADP,IN,Harris
text3,20,21,mental,mental,ADJ,JJ,Harris
text3,20,22,institutions,institution,NOUN,NNS,Harris
text3,20,23,and,and,CCONJ,CC,Harris
text3,20,24,insane,insane,ADJ,JJ,Harris
text3,20,25,asylums,asylum,NOUN,NNS,Harris
text3,20,26,.,.,PUNCT,.,Harris
text3,21,1,And,and,CCONJ,CC,Harris
text3,21,2,they,they,PRON,PRP,Harris
text3,21,3,'re,be,AUX,VBP,Harris
text3,21,4,coming,come,VERB,VBG,Harris
text3,21,5,in,in,ADV,RB,Harris
text3,21,6,and,and,CCONJ,CC,Harris
text3,21,7,they,they,PRON,PRP,Harris
text3,21,8,'re,be,AUX,VBP,Harris
text3,21,9,taking,take,VERB,VBG,Harris
text3,21,10,jobs,job,NOUN,NNS,Harris
text3,21,11,that,that,PRON,WDT,Harris
text3,21,12,are,be,AUX,VBP,Harris
text3,21,13,occupied,occupy,VERB,VBN,Harris
text3,21,14,right,right,ADV,RB,Harris
text3,21,15,now,now,ADV,RB,Harris
text3,21,16,by,by,ADP,IN,Harris
text3,21,17,African,African,PROPN,NNP,Harris
text3,21,18,Americans,Americans,PROPN,NNPS,Harris
text3,21,19,and,and,CCONJ,CC,Harris
text3,21,20,Hispanics,Hispanics,PROPN,NNPS,Harris
text3,21,21,and,and,CCONJ,CC,Harris
text3,21,22,also,also,ADV,RB,Harris
text3,21,23,unions,union,NOUN,NNS,Harris
text3,21,24,.,.,PUNCT,.,Harris
text3,22,1,Unions,union,NOUN,NNS,Harris
text3,22,2,are,be,AUX,VBP,Harris
text3,22,3,going,go,VERB,VBG,Harris
text3,22,4,to,to,PART,TO,Harris
text3,22,5,be,be,AUX,VB,Harris
text3,22,6,affected,affect,VERB,VBN,Harris
text3,22,7,very,very,ADV,RB,Harris
text3,22,8,soon,soon,ADV,RB,Harris
text3,22,9,.,.,PUNCT,.,Harris
text3,23,1,And,and,CCONJ,CC,Harris
text3,23,2,you,you,PRON,PRP,Harris
text3,23,3,see,see,VERB,VBP,Harris
text3,23,4,what,what,PRON,WP,Harris
text3,23,5,'s,be,AUX,VBZ,Harris
text3,23,6,happening,happen,VERB,VBG,Harris
text3,23,7,.,.,PUNCT,.,Harris
text3,24,1,You,you,PRON,PRP,Harris
text3,24,2,see,see,VERB,VBP,Harris
text3,24,3,what,what,PRON,WP,Harris
text3,24,4,'s,be,AUX,VBZ,Harris
text3,24,5,happening,happen,VERB,VBG,Harris
text3,24,6,with,with,ADP,IN,Harris
text3,24,7,towns,town,NOUN,NNS,Harris
text3,24,8,throughout,throughout,ADP,IN,Harris
text3,24,9,the,the,DET,DT,Harris
text3,24,10,United,United,PROPN,NNP,Harris
text3,24,11,States,States,PROPN,NNP,Harris
text3,24,12,.,.,PUNCT,.,Harris
text3,25,1,You,you,PRON,PRP,Harris
text3,25,2,look,look,VERB,VBP,Harris
text3,25,3,at,at,ADP,IN,Harris
text3,25,4,Springfield,Springfield,PROPN,NNP,Harris
text3,25,5,",",",",PUNCT,",",Harris
text3,25,6,Ohio,Ohio,PROPN,NNP,Harris
text3,25,7,.,.,PUNCT,.,Harris
text3,26,1,You,you,PRON,PRP,Harris
text3,26,2,look,look,VERB,VBP,Harris
text3,26,3,at,at,ADP,IN,Harris
text3,26,4,Aurora,Aurora,PROPN,NNP,Harris
text3,26,5,in,in,ADP,IN,Harris
text3,26,6,Colorado,Colorado,PROPN,NNP,Harris
text3,26,7,.,.,PUNCT,.,Harris
text3,27,1,They,they,PRON,PRP,Harris
text3,27,2,are,be,AUX,VBP,Harris
text3,27,3,taking,take,VERB,VBG,Harris
text3,27,4,over,over,ADP,RP,Harris
text3,27,5,the,the,DET,DT,Harris
text3,27,6,towns,town,NOUN,NNS,Harris
text3,27,7,.,.,PUNCT,.,Harris
text3,28,1,They,they,PRON,PRP,Harris
text3,28,2,'re,be,AUX,VBP,Harris
text3,28,3,taking,take,VERB,VBG,Harris
text3,28,4,over,over,ADP,RP,Harris
text3,28,5,buildings,building,NOUN,NNS,Harris
text3,28,6,.,.,PUNCT,.,Harris
text3,29,1,They,they,PRON,PRP,Harris
text3,29,2,'re,be,AUX,VBP,Harris
text3,29,3,going,go,VERB,VBG,Harris
text3,29,4,in,in,ADP,RP,Harris
text3,29,5,violently,violently,ADV,RB,Harris
text3,29,6,.,.,PUNCT,.,Harris
text3,30,1,These,these,PRON,DT,Harris
text3,30,2,are,be,AUX,VBP,Harris
text3,30,3,the,the,DET,DT,Harris
text3,30,4,people,people,NOUN,NNS,Harris
text3,30,5,that,that,SCONJ,IN,Harris
text3,30,6,she,she,PRON,PRP,Harris
text3,30,7,and,and,CCONJ,CC,Harris
text3,30,8,Biden,Biden,PROPN,NNP,Harris
text3,30,9,let,let,VERB,VB,Harris
text3,30,10,into,into,ADP,IN,Harris
text3,30,11,our,our,PRON,PRP$,Harris
text3,30,12,country,country,NOUN,NN,Harris
text3,30,13,.,.,PUNCT,.,Harris
text3,31,1,And,and,CCONJ,CC,Harris
text3,31,2,they,they,PRON,PRP,Harris
text3,31,3,'re,be,AUX,VBP,Harris
text3,31,4,destroying,destroy,VERB,VBG,Harris
text3,31,5,our,our,PRON,PRP$,Harris
text3,31,6,country,country,NOUN,NN,Harris
text3,31,7,.,.,PUNCT,.,Harris
text3,32,1,They,they,PRON,PRP,Harris
text3,32,2,'re,be,AUX,VBP,Harris
text3,32,3,dangerous,dangerous,ADJ,JJ,Harris
text3,32,4,.,.,PUNCT,.,Harris
text3,33,1,They,they,PRON,PRP,Harris
text3,33,2,'re,be,AUX,VBP,Harris
text3,33,3,at,at,ADP,IN,Harris
text3,33,4,the,the,DET,DT,Harris
text3,33,5,highest,high,ADJ,JJS,Harris
text3,33,6,level,level,NOUN,NN,Harris
text3,33,7,of,of,ADP,IN,Harris
text3,33,8,criminality,criminality,NOUN,NN,Harris
text3,33,9,.,.,PUNCT,.,Harris
text3,34,1,And,and,CCONJ,CC,Harris
text3,34,2,we,we,PRON,PRP,Harris
text3,34,3,have,have,VERB,VBP,Harris
text3,34,4,to,to,PART,TO,Harris
text3,34,5,get,get,VERB,VB,Harris
text3,34,6,them,they,PRON,PRP,Harris
text3,34,7,out,out,ADP,RP,Harris
text3,34,8,.,.,PUNCT,.,Harris
text3,35,1,We,we,PRON,PRP,Harris
text3,35,2,have,have,VERB,VBP,Harris
text3,35,3,to,to,PART,TO,Harris
text3,35,4,get,get,VERB,VB,Harris
text3,35,5,them,they,PRON,PRP,Harris
text3,35,6,out,out,ADP,RP,Harris
text3,35,7,fast,fast,ADV,RB,Harris
text3,35,8,.,.,PUNCT,.,Harris
text3,36,1,I,I,PRON,PRP,Harris
text3,36,2,created,create,VERB,VBD,Harris
text3,36,3,one,one,NUM,CD,Harris
text3,36,4,of,of,ADP,IN,Harris
text3,36,5,the,the,DET,DT,Harris
text3,36,6,greatest,great,ADJ,JJS,Harris
text3,36,7,economies,economy,NOUN,NNS,Harris
text3,36,8,in,in,ADP,IN,Harris
text3,36,9,the,the,DET,DT,Harris
text3,36,10,history,history,NOUN,NN,Harris
text3,36,11,of,of,ADP,IN,Harris
text3,36,12,our,our,PRON,PRP$,Harris
text3,36,13,country,country,NOUN,NN,Harris
text3,36,14,.,.,PUNCT,.,Harris
text3,37,1,I,I,PRON,PRP,Harris
text3,37,2,'ll,will,AUX,MD,Harris
text3,37,3,do,do,VERB,VB,Harris
text3,37,4,it,it,PRON,PRP,Harris
text3,37,5,again,again,ADV,RB,Harris
text3,37,6,and,and,CCONJ,CC,Harris
text3,37,7,even,even,ADV,RB,Harris
text3,37,8,better,well,ADV,RBR,Harris
text3,37,9,.,.,PUNCT,.,Harris
text4,1,1,Number,number,NOUN,NN,Harris
text4,1,2,one,one,NUM,CD,Harris
text4,1,3,",",",",PUNCT,",",Harris
text4,1,4,I,I,PRON,PRP,Harris
text4,1,5,have,have,VERB,VBP,Harris
text4,1,6,nothing,nothing,PRON,NN,Harris
text4,1,7,to,to,PART,TO,Harris
text4,1,8,do,do,VERB,VB,Harris
text4,1,9,",",",",PUNCT,",",Harris
text4,1,10,as,as,SCONJ,IN,Harris
text4,1,11,you,you,PRON,PRP,Harris
text4,1,12,know,know,VERB,VBP,Harris
text4,2,1,and,and,CCONJ,CC,Harris
text4,2,2,as,as,SCONJ,IN,Harris
text4,2,3,she,she,PRON,PRP,Harris
text4,2,4,knows,know,VERB,VBZ,Harris
text4,2,5,better,well,ADV,RBR,Harris
text4,2,6,than,than,ADP,IN,Harris
text4,2,7,anyone,anyone,PRON,NN,Harris
text4,2,8,",",",",PUNCT,",",Harris
text4,2,9,I,I,PRON,PRP,Harris
text4,2,10,have,have,VERB,VBP,Harris
text4,2,11,nothing,nothing,PRON,NN,Harris
text4,2,12,to,to,PART,TO,Harris
text4,2,13,do,do,VERB,VB,Harris
text4,2,14,with,with,ADP,IN,Harris
text4,2,15,Project,Project,PROPN,NNP,Harris
text4,2,16,2025,2025,NUM,CD,Harris
text4,2,17,.,.,PUNCT,.,Harris
text4,3,1,That,that,PRON,DT,Harris
text4,3,2,'s,be,AUX,VBZ,Harris
text4,3,3,out,out,ADV,RB,Harris
text4,3,4,there,there,ADV,RB,Harris
text4,3,5,.,.,PUNCT,.,Harris
text4,4,1,I,I,PRON,PRP,Harris
text4,4,2,have,have,AUX,VBP,Harris
text4,4,3,n't,not,PART,RB,Harris
text4,4,4,read,read,VERB,VBN,Harris
text4,4,5,it,it,PRON,PRP,Harris
text4,4,6,.,.,PUNCT,.,Harris
text4,5,1,I,I,PRON,PRP,Harris
text4,5,2,do,do,AUX,VBP,Harris
text4,5,3,n't,not,PART,RB,Harris
text4,5,4,want,want,VERB,VB,Harris
text4,5,5,to,to,PART,TO,Harris
text4,5,6,read,read,VERB,VB,Harris
text4,5,7,it,it,PRON,PRP,Harris
text4,5,8,",",",",PUNCT,",",Harris
text4,5,9,purposely,purposely,ADV,RB,Harris
text4,5,10,.,.,PUNCT,.,Harris
text4,6,1,I,I,PRON,PRP,Harris
text4,6,2,'m,be,AUX,VBP,Harris
text4,6,3,not,not,PART,RB,Harris
text4,6,4,going,go,VERB,VBG,Harris
text4,6,5,to,to,PART,TO,Harris
text4,6,6,read,read,VERB,VB,Harris
text4,6,7,it,it,PRON,PRP,Harris
text4,6,8,.,.,PUNCT,.,Harris
text4,7,1,This,this,PRON,DT,Harris
text4,7,2,was,be,AUX,VBD,Harris
text4,7,3,a,a,DET,DT,Harris
text4,7,4,group,group,NOUN,NN,Harris
text4,7,5,of,of,ADP,IN,Harris
text4,7,6,people,people,NOUN,NNS,Harris
text4,7,7,that,that,PRON,WDT,Harris
text4,7,8,got,get,VERB,VBD,Harris
text4,7,9,together,together,ADV,RB,Harris
text4,7,10,",",",",PUNCT,",",Harris
text4,7,11,they,they,PRON,PRP,Harris
text4,7,12,came,come,VERB,VBD,Harris
text4,7,13,up,up,ADP,RP,Harris
text4,7,14,with,with,ADP,IN,Harris
text4,7,15,some,some,DET,DT,Harris
text4,7,16,ideas,idea,NOUN,NNS,Harris
text4,7,17,.,.,PUNCT,.,Harris
text4,8,1,I,I,PRON,PRP,Harris
text4,8,2,guess,guess,VERB,VBP,Harris
text4,8,3,some,some,DET,DT,Harris
text4,8,4,good,good,ADJ,JJ,Harris
text4,8,5,",",",",PUNCT,",",Harris
text4,8,6,some,some,PRON,DT,Harris
text4,8,7,bad,bad,ADJ,JJ,Harris
text4,8,8,.,.,PUNCT,.,Harris
text4,9,1,But,but,CCONJ,CC,Harris
text4,9,2,it,it,PRON,PRP,Harris
text4,9,3,makes,make,VERB,VBZ,Harris
text4,9,4,no,no,DET,DT,Harris
text4,9,5,difference,difference,NOUN,NN,Harris
text4,9,6,.,.,PUNCT,.,Harris
text4,10,1,I,I,PRON,PRP,Harris
text4,10,2,have,have,VERB,VBP,Harris
text4,10,3,nothing,nothing,PRON,NN,Harris
text4,10,4,to,to,PART,TO,Harris
text4,10,5,do,do,VERB,VB,Harris
text4,10,6,--,--,PUNCT,:,Harris
text4,10,7,everybody,everybody,PRON,NN,Harris
text4,10,8,knows,know,VERB,VBZ,Harris
text4,10,9,I,I,PRON,PRP,Harris
text4,10,10,'m,be,AUX,VBP,Harris
text4,10,11,an,an,DET,DT,Harris
text4,10,12,open,open,ADJ,JJ,Harris
text4,10,13,book,book,NOUN,NN,Harris
text4,10,14,.,.,PUNCT,.,Harris
text4,11,1,Everybody,everybody,PRON,NN,Harris
text4,11,2,knows,know,VERB,VBZ,Harris
text4,11,3,what,what,PRON,WP,Harris
text4,11,4,I,I,PRON,PRP,Harris
text4,11,5,'m,be,AUX,VBP,Harris
text4,11,6,going,go,VERB,VBG,Harris
text4,11,7,to,to,PART,TO,Harris
text4,11,8,do,do,VERB,VB,Harris
text4,11,9,.,.,PUNCT,.,Harris
text4,12,1,Cut,cut,VERB,VB,Harris
text4,12,2,taxes,taxis,NOUN,NNS,Harris
text4,12,3,very,very,ADV,RB,Harris
text4,12,4,substantially,substantially,ADV,RB,Harris
text4,12,5,.,.,PUNCT,.,Harris
text4,13,1,And,and,CCONJ,CC,Harris
text4,13,2,create,create,VERB,VB,Harris
text4,13,3,a,a,DET,DT,Harris
text4,13,4,great,great,ADJ,JJ,Harris
text4,13,5,economy,economy,NOUN,NN,Harris
text4,13,6,like,like,SCONJ,IN,Harris
text4,13,7,I,I,PRON,PRP,Harris
text4,13,8,did,do,VERB,VBD,Harris
text4,13,9,before,before,ADV,RB,Harris
text4,13,10,.,.,PUNCT,.,Harris
text4,14,1,We,we,PRON,PRP,Harris
text4,14,2,had,have,VERB,VBD,Harris
text4,14,3,the,the,DET,DT,Harris
text4,14,4,greatest,great,ADJ,JJS,Harris
text4,14,5,economy,economy,NOUN,NN,Harris
text4,14,6,.,.,PUNCT,.,Harris
text4,15,1,We,we,PRON,PRP,Harris
text4,15,2,got,got,AUX,VBD,Harris
text4,15,3,hit,hit,VERB,VBN,Harris
text4,15,4,with,with,ADP,IN,Harris
text4,15,5,a,a,DET,DT,Harris
text4,15,6,pandemic,pandemic,ADJ,JJ,Harris
text4,15,7,.,.,PUNCT,.,Harris
text4,16,1,And,and,CCONJ,CC,Harris
text4,16,2,the,the,DET,DT,Harris
text4,16,3,pandemic,pandemic,ADJ,JJ,Harris
text4,16,4,was,be,AUX,VBD,Harris
text4,16,5,",",",",PUNCT,",",Harris
text4,16,6,not,not,PART,RB,Harris
text4,16,7,since,since,SCONJ,IN,Harris
text4,16,8,1917,1917,NUM,CD,Harris
text4,16,9,where,where,SCONJ,WRB,Harris
text4,16,10,100,100,NUM,CD,Harris
text4,16,11,million,million,NUM,CD,Harris
text4,16,12,people,people,NOUN,NNS,Harris
text4,16,13,died,die,VERB,VBD,Harris
text4,16,14,has,have,AUX,VBZ,Harris
text4,16,15,there,there,PRON,EX,Harris
text4,16,16,been,be,AUX,VBN,Harris
