name,countryName,countryCode3,LAT,LON,continentName,birthyear,gender,industry,domain,L_star,HPI,AverageViews
Andy Roddick,UNITED STATES,USA,41.25,-96,North America,1982,Male,INDIVIDUAL SPORTS,SPORTS,4.44412816,17.39130455,164783
Rüştü Reçber,TURKEY,TUR,36.9,30.683333,Asia,1973,Male,TEAM SPORTS,SPORTS,7.788706227,18.68617332,57602.33333
Sextus Pompeius,Unknown,UNK,NA,NA,Unknown,-67,Male,OUTLAWS,PUBLIC FIGURE,13.26913557,25.44021247,15893.96429
Bryan Robson,UNITED KINGDOM,GBR,54.8594,-1.5699,Europe,1957,Male,TEAM SPORTS,SPORTS,4.124879806,19.78120469,55810.28571
Phyllis Diller,United States,USA,40.740833,-84.115,North America,1917,Female,FILM AND THEATRE,ARTS,1.348749063,18.19751304,119596.3333
Dwyane Wade,UNITED STATES,USA,41.836944,-87.684722,North America,1982,Male,TEAM SPORTS,SPORTS,3.373771504,17.11988292,265668.9535
Mary Todd Lincoln,UNITED STATES,USA,38.029722,-84.494722,North America,1818,Female,COMPANIONS,PUBLIC FIGURE,2.286228264,21.18990862,147286.5
Nena,Germany,DEU,51.366667,7.483333,Europe,1960,Female,MUSIC,ARTS,5.106487618,21.36411609,173353.3548
Gustav Ludwig Hertz,GERMANY,DEU,53.565278,10.001389,Europe,1887,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,20.33134484,24.4384349,10435.57692
Mark Calaway,UNITED STATES,USA,29.762778,-95.383056,North America,1965,Male,INDIVIDUAL SPORTS,SPORTS,3.533406194,21.91819113,803548.4348
Ellen Pompeo,UNITED STATES,USA,42.408333,-71.054167,North America,1969,Female,FILM AND THEATRE,ARTS,5.564004065,20.46091874,252505.697
Steve Nash,SOUTH AFRICA,ZAF,-26.204444,28.045556,Africa,1974,Male,TEAM SPORTS,SPORTS,3.122322319,17.9940331,253163.7632
Robbie Fowler,United Kingdom,GBR,53.3894,-2.9713,Europe,1975,Male,TEAM SPORTS,SPORTS,4.044195162,17.95521249,98958.41176
Kurt Angle,United States,USA,40.375,-80.05,North America,1968,Male,INDIVIDUAL SPORTS,SPORTS,3.139514055,20.37437012,324973.8889
Anastacia,UNITED STATES,USA,41.836944,-87.684722,North America,1968,Female,MUSIC,ARTS,8.086146029,21.85611892,64813.9011
Coloman of Hungary,Hungary,HUN,47.195556,18.408889,Europe,1074,Male,GOVERNMENT,INSTITUTIONS,9.395428441,23.77837444,10298.92593
Jelena Dokić,Croatia,HRV,45.557531,18.679589,Europe,1983,Female,INDIVIDUAL SPORTS,SPORTS,9.1721076,15.24737285,22167.66667
Hernán Crespo,ARGENTINA,ARG,-34.516667,-58.5,South America,1975,Male,TEAM SPORTS,SPORTS,8.828347326,20.50400528,101554.5577
Gianfranco Zola,ITALY,ITA,40.266667,9.4,Europe,1966,Male,TEAM SPORTS,SPORTS,6.651095523,20.40425029,86409
Kevin Keegan,UNITED KINGDOM,GBR,53.535176,-1.052235,Europe,1951,Male,TEAM SPORTS,SPORTS,5.324995228,21.91733519,68161.04762
Mother Teresa,Republic of Macedonia,MKD,42,21.433333,Europe,1910,Female,ACTIVISM,PUBLIC FIGURE,9.194702224,27.86335635,298469.6139
Lorenzo Valla,ITALY,ITA,41.9,12.5,Europe,1407,Male,LANGUAGE,HUMANITIES,8.087986101,24.26385199,20773.31034
Levi Strauss,Germany,DEU,49.783333,11.016667,Europe,1829,Male,BUSINESS,BUSINESS & LAW,5.514313176,24.33341157,75299.5
Raúl González,SPAIN,ESP,40.4,-3.683333,Europe,1977,Male,TEAM SPORTS,SPORTS,11.18927076,20.79816669,152124.1967
Oliver Kahn,GERMANY,DEU,49.00921,8.403951,Europe,1969,Male,TEAM SPORTS,SPORTS,9.929570956,21.42813017,128890.1731
Abdullah Ahmad Badawi,MALAYSIA,MYS,5.283333,100.266667,Asia,1939,Male,GOVERNMENT,INSTITUTIONS,4.764598296,22.39023972,40117.16667
Ay,Unknown,UNK,NA,NA,Unknown,-1350,Male,GOVERNMENT,INSTITUTIONS,4.672506214,25.19499548,36581
Kubrat,Bulgaria,BGR,NA,NA,Europe,605,Male,GOVERNMENT,INSTITUTIONS,6.997701026,24.66426457,16505.60714
Bryan Cranston,United States,USA,34.20111,-118.59722,North America,1956,Male,FILM AND THEATRE,ARTS,3.348383481,20.76546429,586023.4615
"Henri, Grand Duke of Luxembourg",Luxembourg,LUX,49.694167,6.330278,Europe,1955,Male,GOVERNMENT,INSTITUTIONS,13.23030858,21.26547501,10574.58
Veselin Topalov,Bulgaria,BGR,43.85,25.966667,Europe,1975,Male,INDIVIDUAL SPORTS,SPORTS,9.958301628,17.9359294,20321.6087
Konstantinos Stephanopoulos,GREECE,GRC,38.25,21.733333,Europe,1926,Male,GOVERNMENT,INSTITUTIONS,12.44399242,21.83489273,6399.941176
"Gladwyn Jebb, 1st Baron Gladwyn",UNITED KINGDOM,GBR,51.5,-0.116667,Europe,1900,Male,GOVERNMENT,INSTITUTIONS,11.43317531,22.57715666,7997.258065
John Millington Synge,Ireland,IRL,53.298776,-6.285447,Europe,1871,Male,LANGUAGE,HUMANITIES,4.465992979,22.00590834,16639.14286
Louis Auguste Blanqui,France,FRA,47,2,Europe,1805,Male,MEDICINE,SCIENCE & TECHNOLOGY,10.45204029,23.25996968,14532.51852
Tomás Luis de Victoria,SPAIN,ESP,40.883333,-4.583333,Europe,1548,Male,MUSIC,ARTS,5.881944161,23.67435889,27195.51852
Mardonius,Unknown,UNK,NA,NA,Unknown,-500,Male,MILITARY,INSTITUTIONS,8.60469044,25.13280257,13064.7
Stanisław August Poniatowski,Belarus,BLR,NA,NA,Europe,1732,Male,GOVERNMENT,INSTITUTIONS,3.716193992,24.61647124,87172.18182
Muhammad Naguib,SUDAN,SDN,15.633333,32.533333,Africa,1901,Male,GOVERNMENT,INSTITUTIONS,6.580433646,22.97083325,37789.05714
Joseph Fouché,France,FRA,47.2,-1.75,Europe,1759,Male,GOVERNMENT,INSTITUTIONS,9.216556885,24.88299938,28189.5
Marc Anthony,UNITED STATES,USA,40.7127,-74.0059,North America,1968,Male,MUSIC,ARTS,4.860635253,20.24015673,342956.3636
Lot,Unknown,UNK,NA,NA,Unknown,-3500,Male,RELIGION,INSTITUTIONS,10.64607691,27.00329331,24845.68182
Roxelana,Ukraine,UKR,NA,NA,Europe,1506,Female,GOVERNMENT,INSTITUTIONS,7.20418707,26.1947156,391811.0857
Conrad Bain,CANADA,CAN,49.694167,-112.832778,North America,1923,Male,FILM AND THEATRE,ARTS,3.518816825,21.91035433,34214.310340000004
Veronica Lake,UNITED STATES,USA,40.692778,-73.990278,North America,1922,Female,FILM AND THEATRE,ARTS,2.626133819,21.86646175,74940.54545
Constantine Karamanlis,Greece,GRC,40.95,24,Europe,1907,Male,GOVERNMENT,INSTITUTIONS,9.813058729,22.61670877,13936.22857
Muqtada al-Sadr,Iraq,IRQ,32,44.33,Asia,1973,Male,GOVERNMENT,INSTITUTIONS,6.132379403,17.90250173,37263.76471
Jacques Anquetil,FRANCE,FRA,49.463,1.0883,Europe,1934,Male,INDIVIDUAL SPORTS,SPORTS,8.311273559,22.47260141,33692.9375
Casey Affleck,UNITED STATES,USA,41.551389,-70.615278,North America,1975,Male,FILM AND THEATRE,ARTS,4.00637627,18.64332597,249900.2333
Sepp Dietrich,Germany,DEU,47.966667,10.266667,Europe,1892,Male,COMPANIONS,PUBLIC FIGURE,9.7537266,24.01354181,41985.23333
Italo Balbo,ITALY,ITA,44.833333,11.616667,Europe,1896,Male,MILITARY,INSTITUTIONS,6.945514761,23.46078998,28635.31034
Milorad Pavić,SERBIA,SRB,44.816667,20.466667,Europe,1929,Male,LANGUAGE,HUMANITIES,14.45419288,22.02346475,7173.387097
Yoshiro Mori,JAPAN,JPN,36.436,136.542,Asia,1937,Male,GOVERNMENT,INSTITUTIONS,2.415015071,22.55394175,54583.08824
Uesugi Kenshin,Japan,JPN,NA,NA,Asia,1530,Male,GOVERNMENT,INSTITUTIONS,2.590099596,24.67440615,199851.3333
John Cockcroft,UNITED KINGDOM,GBR,53.713,-2.096,Europe,1897,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.7113826,23.55637062,7941.808511
Shahrukh Khan,India,IND,28.613889,77.208889,Asia,1965,Male,FILM AND THEATRE,ARTS,2.799153689,21.30306196,418874.7846
Abu al-Qasim,SPAIN,ESP,37.888,-4.867,Europe,936,Male,MEDICINE,SCIENCE & TECHNOLOGY,5.850128734,23.56332099,22875.25926
Eduard Shevardnadze,Georgia,GEO,42.017778,42.056111,Asia,1928,Male,GOVERNMENT,INSTITUTIONS,11.25661847,23.46812163,24409.44681
Władysław Sikorski,Poland,POL,50.366667,21.466667,Europe,1881,Male,MILITARY,INSTITUTIONS,3.553517831,22.88657777,56473.32353
Roman Abramovich,Russia,RUS,51.533333,46.016667,Europe,1966,Male,BUSINESS,BUSINESS & LAW,6.387280926,21.46237924,261719.6596
Luís Figo,PORTUGAL,PRT,38.713889,-9.139444,Europe,1972,Male,TEAM SPORTS,SPORTS,10.65824161,21.40450441,139567.4727
Alan Lloyd Hodgkin,UNITED KINGDOM,GBR,52.061,-1.336,Europe,1914,Male,MEDICINE,SCIENCE & TECHNOLOGY,12.2619611,22.88317314,7885.756757
J.J. Abrams,UNITED STATES,USA,40.7127,-74.0059,North America,1966,Male,FILM AND THEATRE,ARTS,4.099920602,19.93499829,227504.6
Rudi Völler,Germany,DEU,50.133333,8.916667,Europe,1960,Male,TEAM SPORTS,SPORTS,8.210909218,21.39047568,56512.68421
Girolamo Frescobaldi,ITALY,ITA,44.833333,11.616667,Europe,1583,Male,MUSIC,ARTS,9.85142875,24.54799359,18473.1
Rani Mukerji,India,IND,18.975,72.825833,Asia,1978,Female,FILM AND THEATRE,ARTS,2.402025967,17.11683613,196578.3953
Hulagu Khan,Unknown,UNK,NA,NA,Unknown,1217,Male,GOVERNMENT,INSTITUTIONS,11.4415959,25.69369295,30796.04348
José Manuel Barroso,PORTUGAL,PRT,41.162142,-8.621953,Europe,1956,Male,GOVERNMENT,INSTITUTIONS,12.23425923,22.82776463,43018.66071
Jorge Sampaio,PORTUGAL,PRT,38.713889,-9.139444,Europe,1939,Male,GOVERNMENT,INSTITUTIONS,10.41414924,23.43416508,12435.83333
Patti Page,United States,USA,36.315278,-95.612778,North America,1927,Female,MUSIC,ARTS,2.667651206,19.75938086,43562.20588
Melvin Calvin,UNITED STATES,USA,44.944167,-93.093611,North America,1911,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.90969044,23.83979134,14743.45238
Matt Hardy,United States,USA,35.326111,-79.253056,North America,1974,Male,INDIVIDUAL SPORTS,SPORTS,4.048781086,19.16745315,286764.9355
Albert Lortzing,Germany,DEU,52.516667,13.383333,Europe,1801,Male,MUSIC,ARTS,8.240412211,23.16491987,9906.857143
Rauf Denktaş,CYPRUS,CYP,34.766667,32.416667,Asia,1924,Male,GOVERNMENT,INSTITUTIONS,6.771183657,20.59784135,12813.15385
Jules Massenet,France,FRA,43.7519,3.9564,Europe,1842,Male,MUSIC,ARTS,9.574711934,24.66175308,38880.97222
Rose of Lima,PERU,PER,-12.043333,-77.028333,South America,1586,Female,RELIGION,INSTITUTIONS,2.884437295,23.13099829,85293.48387
Giovanni Giolitti,Italy,ITA,44.383333,7.816667,Europe,1842,Male,GOVERNMENT,INSTITUTIONS,2.558534752,23.02224089,46762.53571
Boris Berezovsky,Russia,RUS,55.75,37.616667,Europe,1946,Male,BUSINESS,BUSINESS & LAW,10.86103042,21.09241294,24179.14286
Dennis Rodman,UNITED STATES,USA,40.223748,-74.764001,North America,1961,Male,TEAM SPORTS,SPORTS,3.830592954,21.02857603,325682
Camille Jordan,FRANCE,FRA,45.76,4.84,Europe,1838,Male,MATH,SCIENCE & TECHNOLOGY,8.285954891,22.30320138,7991.307692
Johannes Heesters,NETHERLANDS,NLD,52.15,5.383333,Europe,1903,Male,FILM AND THEATRE,ARTS,2.334056759,22.66208342,66515
Émile Borel,FRANCE,FRA,43.9592,2.8872,Europe,1871,Male,MATH,SCIENCE & TECHNOLOGY,11.50261961,23.10454701,9831.0625
Steven Williams,UNITED STATES,USA,29.416667,-98.5,North America,1964,Male,INDIVIDUAL SPORTS,SPORTS,3.204755002,21.2556779,514983.5278
Keizo Obuchi,JAPAN,JPN,36.583333,138.833333,Asia,1937,Male,GOVERNMENT,INSTITUTIONS,2.38299986,22.47564636,47921.96429
Ambrogio Lorenzetti,Italy,ITA,43.318611,11.330556,Europe,1290,Male,FINE ARTS,ARTS,7.814139429,24.66449085,25773.83333
Pietro Lorenzetti,Italy,ITA,43.318611,11.330556,Europe,1280,Male,FINE ARTS,ARTS,8.786864317,23.78025983,10601.61538
Herod Antipas,Israel,ISR,31.698889,35.306389,Asia,-20,Male,GOVERNMENT,INSTITUTIONS,8.372121142,26.1043683,48868.28947
Ambroise Thomas,France,FRA,49.120278,6.177778,Europe,1811,Male,MUSIC,ARTS,9.988590629,22.69862205,11344.2963
Charles Goodyear,UNITED STATES,USA,41.31,-72.923611,North America,1800,Male,INVENTION,SCIENCE & TECHNOLOGY,6.838186466,23.95446923,32839.61765
Gertrude B. Elion,UNITED STATES,USA,40.7127,-74.0059,North America,1918,Female,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,8.652992797,22.02100251,11633.08571
Cleomenes I,GREECE,GRC,37.081944,22.423611,Europe,-550,Male,GOVERNMENT,INSTITUTIONS,8.941740057,24.99119966,12898.77778
Guadalupe Victoria,Mexico,MEX,24.97,-106.965556,North America,1786,Male,GOVERNMENT,INSTITUTIONS,1.877692808,22.79720022,90346.66667
Queen of Sheba,Yemen,YEM,NA,NA,Asia,-1000,Female,GOVERNMENT,INSTITUTIONS,8.377006486,27.64471761,115806.2308
Andreas Papandreou,Greece,GRC,38.4,26.016667,Europe,1919,Male,GOVERNMENT,INSTITUTIONS,7.175071332,22.32163436,33738.75758
George Papandreou jr.,UNITED STATES,USA,44.944167,-93.093611,North America,1952,Male,GOVERNMENT,INSTITUTIONS,6.596892888,20.00668568,27485.14894
George Papandreou,Greece,GRC,37.983333,21.7,Europe,1888,Male,GOVERNMENT,INSTITUTIONS,6.655953191,20.76809378,12693.53846
Luigi Cherubini,ITALY,ITA,43.783333,11.25,Europe,1760,Male,MUSIC,ARTS,12.86541338,24.80058656,15925.42857
Charles Lucien Bonaparte,France,FRA,48.8567,2.3508,Europe,1803,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.470327882,22.9764717,9556.290323
Mário Soares,PORTUGAL,PRT,38.713889,-9.139444,Europe,1924,Male,GOVERNMENT,INSTITUTIONS,7.359036556,22.96932922,21290.32258
Debra Messing,UNITED STATES,USA,40.692778,-73.990278,North America,1968,Female,FILM AND THEATRE,ARTS,3.247039452,18.76848733,146401.3871
Ludwig III of Bavaria,GERMANY,DEU,48.133333,11.566667,Europe,1845,Male,GOVERNMENT,INSTITUTIONS,5.127743799,22.74257223,22652.92857
Ramón del Valle-Inclán,Spain,ESP,42.56285,-8.8278199999999991,Europe,1866,Male,LANGUAGE,HUMANITIES,2.262638371,22.85076978,45264.71429
Makarios III,Cyprus,CYP,34.916667,32.633333,Asia,1913,Male,GOVERNMENT,INSTITUTIONS,9.017051003,22.90359958,20137.35294
Harlow Shapley,UNITED STATES,USA,37.374444,-94.490833,North America,1885,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,7.620900885,21.57258084,10788.11111
Walther Bothe,GERMANY,DEU,52.754444,13.236944,Europe,1891,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,18.13816317,24.1817459,8215.066667
Gérard Desargues,FRANCE,FRA,45.76,4.84,Europe,1591,Male,MATH,SCIENCE & TECHNOLOGY,12.30973436,23.13097615,5878.576923
Julius Nyerere,Tanzania,TZA,-1.766667,33.966667,Africa,1922,Male,GOVERNMENT,INSTITUTIONS,6.615228606,23.03479129,25115.74419
Joseph Kabila,NA,COD,-4.301111,28.944167,Africa,1971,Male,GOVERNMENT,INSTITUTIONS,6.962328641,19.04111351,39644.4186
Panchen Lama,Unknown,UNK,NA,NA,Unknown,1938,Male,RELIGION,INSTITUTIONS,8.177271336,22.86447785,38855.72727
Alex Jones,UNITED STATES,USA,32.775833,-96.796667,North America,1974,Male,MEDIA PERSONALITY,PUBLIC FIGURE,5.040600352,16.80288111,77174.76923
Brian Greene,UNITED STATES,USA,40.7127,-74.0059,North America,1963,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.155890128,19.08934078,60592.3871
Robert Wadlow,United States,USA,38.900556,-90.159722,North America,1918,Male,MEDIA PERSONALITY,PUBLIC FIGURE,3.958441275,24.02154704,223082.7949
Jean-Claude Trichet,FRANCE,FRA,45.76,4.84,Europe,1942,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,8.346777938,22.77544388,35357.90323
Victoriano Huerta,Mexico,MEX,22.2,-103.3,North America,1850,Male,GOVERNMENT,INSTITUTIONS,2.873271744,23.03075605,79938.69231
Michael Adams,UNITED KINGDOM,GBR,50.26,-5.051,Europe,1971,Male,INDIVIDUAL SPORTS,SPORTS,14.50376172,17.5395846,3878.461538
"Georges-Louis Leclerc, Comte de Buffon",France,FRA,47.6236,4.3378,Europe,1707,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,5.367803025,23.8563803,20752
Charles-Marie-René Leconte de Lisle,FRANCE,FRA,-21.0097,55.2697,Europe,1818,Male,LANGUAGE,HUMANITIES,6.369981148,22.77540696,16868.07407
José de San Martín,Argentina,ARG,-29.466667,-56.833333,South America,1778,Male,MILITARY,INSTITUTIONS,2.22092945,24.44819084,187421.7736
Eiichiro Oda,JAPAN,JPN,32.783333,130.733333,Asia,1975,Male,DESIGN,ARTS,4.461597746,19.26988205,211854.3103
Thaksin Shinawatra,Thailand,THA,NA,NA,Asia,1949,Male,GOVERNMENT,INSTITUTIONS,6.018844334,23.09605978,72939.35294
Otto Lilienthal,Germany,DEU,53.85,13.683333,Europe,1848,Male,ENGINEERING,SCIENCE & TECHNOLOGY,6.927383876,24.70504103,43023.74286
Alexei Shirov,Latvia,LVA,56.948889,24.106389,Europe,1972,Male,INDIVIDUAL SPORTS,SPORTS,7.353270206,16.73950771,8804.259259
Sofia Coppola,UNITED STATES,USA,40.7127,-74.0059,North America,1971,Female,FILM AND THEATRE,ARTS,5.699447739,20.29111996,230098.7436
Miguel Primo de Rivera,SPAIN,ESP,36.7,-6.116667,Europe,1870,Male,GOVERNMENT,INSTITUTIONS,4.692276101,24.17660884,35073.47368
George A. Romero,UNITED STATES,USA,40.8373,-73.886,North America,1940,Male,FILM AND THEATRE,ARTS,5.640660424,24.0125159,169989.8333
Pepi II Neferkare,Unknown,UNK,NA,NA,Unknown,-2284,Male,GOVERNMENT,INSTITUTIONS,10.98008035,26.26556724,14763.7381
Ernest Walton,Ireland,IRL,52.0845,-7.6397,Europe,1903,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.31810804,23.27964631,8455.44186
Pierre Bonnard,France,FRA,48.7786,2.2905,Europe,1867,Male,FINE ARTS,ARTS,7.799415022,23.88524909,41534.44444
Ludolph van Ceulen,Germany,DEU,52.15,9.95,Europe,1540,Male,MATH,SCIENCE & TECHNOLOGY,10.95070396,23.32932611,9816.884615
Georg Büchner,Germany,DEU,NA,NA,Europe,1813,Male,LANGUAGE,HUMANITIES,3.845150618,24.32283722,62437.8
Sandra Oh,Canada,CAN,45.341667,-75.758333,North America,1971,Female,FILM AND THEATRE,ARTS,5.006419199,19.51725854,236545.7692
Thalía,Mexico,MEX,19.433333,-99.133333,North America,1971,Female,MUSIC,ARTS,5.613092164,20.61791128,178345.3265
Toni Collette,AUSTRALIA,AUS,-33.771,150.9063,Oceania,1972,Female,FILM AND THEATRE,ARTS,3.813102627,18.57833029,164263.3333
Lee Hsien Loong,Singapore,SGP,1.3,103.8,Asia,1952,Male,GOVERNMENT,INSTITUTIONS,4.568259762,20.89154287,41765.06977
Sor Juana,Mexico,MEX,19.000556,-98.817778,North America,1651,Female,LANGUAGE,HUMANITIES,1.729483888,23.99564568,197516.9667
Lina Medina,PERU,PER,-13.02,-75.09,South America,1933,Female,MEDIA PERSONALITY,PUBLIC FIGURE,7.078764253,25.1427305,328371.4286
Pope John XIV,ITALY,ITA,45.183333,9.15,Europe,950,Male,RELIGION,INSTITUTIONS,13.23555023,24.13386426,6402.177778
Pope John XV,ITALY,ITA,41.9,12.5,Europe,974,Male,RELIGION,INSTITUTIONS,14.45960534,24.53933224,8146.404762
Pope John XII,ITALY,ITA,41.9,12.5,Europe,937,Male,RELIGION,INSTITUTIONS,8.287479129,24.13437648,15759.16667
Willow Smith,UNITED STATES,USA,34.05,-118.25,North America,2000,Female,FILM AND THEATRE,ARTS,3.542118711,13.51015313,482813.9655
Pope John XI,ITALY,ITA,41.9,12.5,Europe,910,Male,RELIGION,INSTITUTIONS,11.94211331,24.14068615,7476.066667
Pope John X,ITALY,ITA,44.283333,11.583333,Europe,860,Male,RELIGION,INSTITUTIONS,11.08364608,24.18828836,7605.391304
Pope John IX,Italy,ITA,41.966667,12.8,Europe,850,Male,RELIGION,INSTITUTIONS,15.69429399,24.41270596,5927.355556
Pope John VII,Italy,ITA,39.566667,16.633333,Europe,650,Male,RELIGION,INSTITUTIONS,13.00390978,24.31343859,5683.6875
Pope John VI,Turkey,TUR,37.941111,27.341944,Asia,655,Male,RELIGION,INSTITUTIONS,11.89174826,23.95803512,4352.632653
Pope John XVII,ITALY,ITA,43.166667,13.6,Europe,950,Male,RELIGION,INSTITUTIONS,16.43382015,24.61293756,7621.818182
Pope John XVIII,ITALY,ITA,43.166667,13.6,Europe,950,Male,RELIGION,INSTITUTIONS,16.12026732,24.57075552,7594.782609
Eduard Buchner,GERMANY,DEU,48.133333,11.566667,Europe,1860,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,20.65722142,24.81783924,8990.784314
Ken Watanabe,JAPAN,JPN,37.21666667,138.95,Asia,1959,Male,FILM AND THEATRE,ARTS,4.446135067,21.54134728,271492.4688
Tunku Abdul Rahman,MALAYSIA,MYS,6.116667,100.366667,North America,1903,Male,GOVERNMENT,INSTITUTIONS,3.848114296,22.69941008,64534.75
Sidney Lumet,UNITED STATES,USA,39.95,-75.166667,North America,1924,Male,FILM AND THEATRE,ARTS,5.385127479,22.32205425,70221.65854
Joseph Dalton Hooker,UNITED KINGDOM,GBR,52.342,1.506,Europe,1817,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,7.326112022,21.44625737,16195.46429
Bashar al-Assad,Syria,SYR,33.513,36.292,Asia,1965,Male,GOVERNMENT,INSTITUTIONS,7.370236943,21.21371265,156000.3429
Lǐ Xiānniàn,China,CHN,NA,NA,Asia,1909,Male,GOVERNMENT,INSTITUTIONS,6.486907631,22.20581139,28341.34615
Antonio Meucci,Italy,ITA,43.783333,11.25,Europe,1808,Male,INVENTION,SCIENCE & TECHNOLOGY,8.571227811,24.07788345,74464.2
Chaim Herzog,Ireland,IRL,54.597,-5.93,Europe,1918,Male,GOVERNMENT,INSTITUTIONS,8.466426076,22.90442914,16997.2
Naoto Kan,JAPAN,JPN,33.95,131.25,Asia,1946,Male,GOVERNMENT,INSTITUTIONS,3.014254862,22.71161491,80533.875
Matt Stone,UNITED STATES,USA,29.762778,-95.383056,North America,1971,Male,BUSINESS,BUSINESS & LAW,2.601124229,18.16783754,159636.5
Trey Parker,UNITED STATES,USA,39.76185,-104.881105,North America,1969,Male,FILM AND THEATRE,ARTS,2.241578616,18.48326955,230538.9677
Ferenc Mádl,HUNGARY,HUN,47.1205,17.78247,Europe,1931,Male,GOVERNMENT,INSTITUTIONS,9.532563011,21.26462876,8123.666667
Michael Vartan,France,FRA,48.8352,2.2409,Europe,1968,Male,FILM AND THEATRE,ARTS,4.57348207,19.52095754,110079.6
Bradley Cooper,United States,USA,40.1,-75.099722,North America,1975,Male,FILM AND THEATRE,ARTS,4.239653862,19.42159624,720462.1111
Itamar Franco,Brazil,BRA,0,-30,South America,1930,Male,GOVERNMENT,INSTITUTIONS,3.924296875,22.12956206,28690
Mandy Moore,UNITED STATES,USA,42.7575,-71.464444,North America,1984,Female,MUSIC,ARTS,4.493233147,18.68746362,397600.4634
Gnassingbé Eyadéma,Togo,TGO,NA,NA,Africa,1935,Male,GOVERNMENT,INSTITUTIONS,7.577895224,22.17661987,13226.06667
Tony Parker,BELGIUM,BEL,51.216667,3.233333,Europe,1982,Male,TEAM SPORTS,SPORTS,4.550875261,17.454266,223032.3333
Aurelius Victor,Unknown,UNK,NA,NA,Unknown,320,Male,GOVERNMENT,INSTITUTIONS,12.73409666,24.44760944,5875.709677
Deodoro da Fonseca,BRAZIL,BRA,-9.71,-35.895,Europe,1827,Male,GOVERNMENT,INSTITUTIONS,2.82257386,23.03622555,34165.08108
Joseph Gordon-Levitt,UNITED STATES,USA,34.05,-118.25,North America,1981,Male,FILM AND THEATRE,ARTS,3.595313212,18.15498213,633562.8
Ryutaro Hashimoto,JAPAN,JPN,34.659167,133.766111,Asia,1937,Male,GOVERNMENT,INSTITUTIONS,2.209872125,22.90390972,56836.41379
Mumtaz Mahal,INDIA,IND,27.18,78.02,Asia,1593,Female,COMPANIONS,PUBLIC FIGURE,5.411868578,23.89453867,54533.88571
Bahadur Shah II,INDIA,IND,28.61,77.23,Asia,1775,Male,GOVERNMENT,INSTITUTIONS,2.690734275,21.50120182,39510.82353
Emmerich Kalman,HUNGARY,HUN,46.92393,18.09012,Europe,1882,Male,MUSIC,ARTS,11.82751107,23.30309295,18293.93103
Aristides Pereira,Cape Verde,CPV,16.103314,-22.803497,Africa,1923,Male,GOVERNMENT,INSTITUTIONS,13.63787492,20.430375,4213.896552
Julia Domna,Syria,SYR,34.730833,36.709444,Asia,170,Female,COMPANIONS,PUBLIC FIGURE,10.25199065,24.86728212,15073.92308
Naomie Harris,UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1976,Female,FILM AND THEATRE,ARTS,3.697996258,16.75551987,218468.5385
Willem Einthoven,INDONESIA,IDN,-6.966667,110.416667,Asia,1860,Male,MEDICINE,SCIENCE & TECHNOLOGY,10.88879938,23.57406266,13841.83333
Werner Forssmann,Germany,DEU,52.516667,13.383333,Europe,1904,Male,MEDICINE,SCIENCE & TECHNOLOGY,8.20516082,21.68938655,10981.75
Maurice Jarre,FRANCE,FRA,45.76,4.84,Europe,1924,Male,MUSIC,ARTS,8.83395177,23.11185494,34603.475
Ruud van Nistelrooy,NETHERLANDS,NLD,51.766667,5.516667,Europe,1976,Male,TEAM SPORTS,SPORTS,8.581276985,20.526269,167641.2679
Lars Ulrich,DENMARK,DNK,55.750472,12.552073,Europe,1963,Male,MUSIC,ARTS,7.235166634,22.82622852,199243.75
Saint Florian,Austria,AUT,48.2,16.35,Europe,250,Male,RELIGION,INSTITUTIONS,6.848536776,24.85332129,31289.37037
Clyde Drexler,UNITED STATES,USA,29.95,-90.066667,North America,1962,Male,TEAM SPORTS,SPORTS,4.140264064,19.12061506,76895.10345
Adriano Celentano,Italy,ITA,NA,NA,Europe,1938,Male,MUSIC,ARTS,5.473981093,24.55929263,152334.3571
Nawaz Sharif,PAKISTAN,PAK,31.549722,74.343611,Asia,1949,Male,GOVERNMENT,INSTITUTIONS,2.437398983,18.94818494,54492.41667
Robert Schuman,Luxembourg,LUX,49.611667,6.13,Europe,1886,Male,GOVERNMENT,INSTITUTIONS,10.53020577,25.46378962,50497.8125
Decimus Junius Brutus Albinus,Unknown,UNK,NA,NA,Unknown,-85,Male,GOVERNMENT,INSTITUTIONS,9.881564686,25.10428615,16523.42857
